,rating,num_beds,num_bath,property_type,price,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,price_range
6169,4.84,1.0,1.0,Home,21,East Side,41.70638,-87.53857,Private room,2,0.23,<$100
6170,5.0,1.0,1.0,Home,42,East Side,41.70627,-87.53867,Private room,3,0.41,<$100
6171,4.29,1.0,1.0,Home,30,East Side,41.70618,-87.53655,Private room,7,0.71,<$100
6172,4.85,3.0,1.0,Rental,134,Greater Grand Crossing,41.75487,-87.6048,Entire home/apt,41,3.87,$100 - $300
6173,4.84,2.0,2.0,Rental,105,Grand Boulevard,41.81664,-87.61531,Entire home/apt,1,1.0,$100 - $300
6174,4.84,1.0,1.0,Rental,60,Greater Grand Crossing,41.7529,-87.60387,Private room,1,0.1,<$100
6175,4.84,1.0,1.0,Rental,59,Greater Grand Crossing,41.7547,-87.60462,Private room,0,1.59,<$100
6176,4.77,2.0,1.0,Rental,69,Jefferson Park,41.97498,-87.77641,Entire home/apt,35,4.23,<$100
6177,4.61,1.0,1.0,Guest,62,Jefferson Park,41.974762,-87.7773133,Entire home/apt,18,1.8,<$100
6178,4.86,1.0,1.0,Home,158,Lincoln Park,41.91389,-87.63893,Entire home/apt,7,0.74,$100 - $300
6179,5.0,2.0,1.0,Guest,160,Logan Square,41.91663,-87.69262,Entire home/apt,5,0.62,$100 - $300
6180,4.84,1.0,1.0,Serviced,155,Loop,41.88543,-87.62099,Entire home/apt,0,1.59,$100 - $300
6181,4.84,1.0,1.0,Serviced,171,Loop,41.88743,-87.61946,Entire home/apt,1,0.23,$100 - $300
6182,4.84,1.0,1.0,Condo,200,Near North Side,41.8993,-87.62656,Entire home/apt,1,0.1,$100 - $300
6183,4.84,1.0,1.0,Rental,145,Loop,41.8772287,-87.6290111,Entire home/apt,0,1.59,$100 - $300
6184,4.84,1.0,1.0,Rental,111,West Town,41.8952397,-87.6551692,Entire home/apt,0,1.59,$100 - $300
6185,5.0,3.0,3.0,Rental,450,Near South Side,41.86484,-87.62271,Entire home/apt,13,1.83,>$300
6186,5.0,2.0,2.0,Condo,196,West Town,41.90583,-87.6661,Entire home/apt,27,5.66,$100 - $300
6187,4.93,2.0,2.0,Rental,333,Near West Side,41.875484024696334,-87.65618543597762,Entire home/apt,15,1.51,>$300
6188,4.82,2.0,2.0,Rental,329,Near West Side,41.875415999223726,-87.65622595883939,Entire home/apt,11,1.28,>$300
6189,4.58,1.0,1.0,Rental,41,West Ridge,42.0133054,-87.683784,Private room,19,1.86,<$100
6190,4.89,2.0,2.0,Home,364,Near North Side,41.88997944098468,-87.62913121534424,Entire home/apt,56,6.0,>$300
6191,3.4,4.0,2.0,Rental,333,Chatham,41.75028,-87.61221,Entire home/apt,5,1.4,>$300
6192,4.8,1.0,1.0,Rental,300,Uptown,41.95482,-87.65115,Entire home/apt,10,0.96,>$300
6193,4.96,4.0,2.0,Rental,188,Kenwood,41.80377,-87.59512,Entire home/apt,24,2.47,$100 - $300
6194,4.77,1.0,1.0,Rental,281,Near West Side,41.87719,-87.65617,Entire home/apt,22,2.17,$100 - $300
6195,4.89,2.0,2.0,Rental,340,Near West Side,41.877196265910335,-87.65470203035761,Entire home/apt,18,2.13,>$300
6196,4.84,1.0,1.0,Home,888,South Shore,41.77065,-87.57009,Private room,0,1.59,>$300
6197,4.89,2.0,2.0,Rental,425,Near West Side,41.8772433289402,-87.65501287228366,Entire home/apt,9,0.97,>$300
6198,4.84,1.0,1.0,Home,888,South Shore,41.771,-87.57079,Private room,0,1.59,>$300
6199,4.84,1.0,1.0,Home,888,South Shore,41.77049,-87.57003,Private room,0,1.59,>$300
6200,4.84,1.0,1.0,Home,59,South Shore,41.77115,-87.57149,Private room,0,1.59,<$100
6201,4.84,3.0,1.0,Rental,50,Washington Park,41.79848796703366,-87.62395642896969,Entire home/apt,0,1.59,<$100
6202,4.75,3.0,2.0,Rental,175,Near West Side,41.87197,-87.68354,Entire home/apt,8,2.24,$100 - $300
6203,4.84,2.0,1.0,Rental,136,South Chicago,41.73358,-87.55635,Entire home/apt,1,0.12,$100 - $300
6204,4.78,1.0,1.0,Rental,79,Near North Side,41.90029,-87.64426,Entire home/apt,51,4.94,<$100
6205,4.84,1.0,1.0,Condo,98,Edgewater,41.97661,-87.65166,Entire home/apt,0,1.59,<$100
6206,4.87,1.0,1.0,Rental,77,Near North Side,41.89978,-87.64428,Entire home/apt,39,4.03,<$100
6207,4.34,1.0,1.0,Home,49,Armour Square,41.84981,-87.63591,Private room,32,4.55,<$100
6208,4.84,1.0,1.0,Rental,136,West Town,41.8952397,-87.6551692,Entire home/apt,0,1.59,$100 - $300
6209,5.0,2.0,5.0,Rental,100,Avondale,41.9323521,-87.7230915,Entire home/apt,3,0.45,$100 - $300
6210,4.9,1.0,1.0,Home,99,Uptown,41.96405,-87.66997,Private room,21,2.06,<$100
6211,4.75,3.0,5.0,Condo,222,Near West Side,41.88236,-87.67997,Entire home/apt,4,1.19,$100 - $300
6212,4.57,1.0,1.0,Rental,152,Uptown,41.96915164173295,-87.65909888752815,Entire home/apt,7,2.1,$100 - $300
6213,4.85,3.0,2.0,Rental,303,Near South Side,41.85627,-87.62778,Entire home/apt,13,1.26,>$300
6214,4.77,2.0,1.0,Rental,186,Near South Side,41.85431,-87.62583,Entire home/apt,30,2.97,$100 - $300
6215,4.84,2.0,2.0,Rental,245,Loop,41.885569,-87.63473669999996,Entire home/apt,0,1.59,$100 - $300
6216,5.0,2.0,1.0,Rental,279,Lake View,41.95155,-87.6558908,Entire home/apt,14,1.88,$100 - $300
6217,4.59,2.0,1.0,Condo,292,Lake View,41.9341,-87.65278,Entire home/apt,22,2.14,$100 - $300
6218,4.84,1.0,1.0,Rental,168,Near North Side,41.8982543,-87.61867459999996,Entire home/apt,0,1.59,$100 - $300
6219,4.84,1.0,1.0,Rental,178,Near North Side,41.8982543,-87.61867459999996,Entire home/apt,0,1.59,$100 - $300
6220,4.84,2.0,2.0,Rental,259,Loop,41.8811213,-87.63199550000002,Entire home/apt,0,1.59,$100 - $300
6221,4.78,1.0,1.0,Home,45,Jefferson Park,41.9736,-87.78664,Private room,27,2.8,<$100
6222,4.56,2.0,1.0,Rental,185,East Garfield Park,41.88073,-87.69679,Entire home/apt,9,0.89,$100 - $300
6223,5.0,1.0,1.0,Loft,162,Grand Boulevard,41.81483,-87.61829,Entire home/apt,49,4.85,$100 - $300
6224,4.71,3.0,1.0,Rental,341,Near South Side,41.85576,-87.6251,Entire home/apt,14,1.58,>$300
6225,4.81,1.0,1.0,Rental,72,Lake View,41.93872,-87.66877,Entire home/apt,27,2.63,<$100
6226,4.82,1.0,1.0,Rental,78,Lake View,41.93424,-87.64394,Entire home/apt,45,4.77,<$100
6227,4.76,2.0,2.0,Home,181,West Town,41.9054,-87.67178,Entire home/apt,41,4.06,$100 - $300
6228,4.37,1.0,1.0,Rental,71,Near South Side,41.86434,-87.62489,Private room,43,4.42,<$100
6229,4.84,2.0,2.0,Rental,283,Near West Side,41.87377,-87.68878,Entire home/apt,0,1.59,$100 - $300
6230,5.0,2.0,1.0,Condo,166,Logan Square,41.92571,-87.68798,Entire home/apt,23,2.39,$100 - $300
6231,4.89,2.0,1.0,Condo,160,Logan Square,41.928,-87.68958,Entire home/apt,35,3.47,$100 - $300
6232,4.84,1.0,1.0,Rental,148,Loop,41.8676695,-87.62611919999999,Entire home/apt,0,1.59,$100 - $300
6233,4.94,3.0,5.0,Condo,213,Armour Square,41.85362031990688,-87.63386698710428,Entire home/apt,17,2.56,$100 - $300
6234,3.86,1.0,1.0,Condo,129,Near West Side,41.87028,-87.65298,Entire home/apt,7,1.12,$100 - $300
6235,4.75,3.0,1.0,Rental,227,Logan Square,41.91561,-87.67377,Entire home/apt,4,1.12,$100 - $300
6236,5.0,3.0,5.0,Home,280,Ohare,41.95895,-87.8434,Entire home/apt,20,2.7,$100 - $300
6237,4.83,1.0,1.0,Rental,77,Lincoln Square,41.97705,-87.68138,Entire home/apt,18,1.82,<$100
6238,4.91,3.0,1.0,Rental,100,Logan Square,41.9215,-87.72217,Entire home/apt,33,3.33,$100 - $300
6239,4.76,2.0,1.0,Rental,81,Logan Square,41.9203447,-87.7226813,Entire home/apt,33,3.29,<$100
6240,5.0,2.0,2.0,Townhouse,217,Logan Square,41.92967,-87.69214,Entire home/apt,30,2.99,$100 - $300
6241,4.83,1.0,1.0,Rental,77,Lincoln Square,41.96394,-87.6908,Entire home/apt,81,7.97,<$100
6242,4.85,4.0,2.0,Rental,306,Kenwood,41.80399,-87.59595,Entire home/apt,34,3.39,>$300
6243,4.7,1.0,1.0,Rental,121,Rogers Park,41.99944,-87.66194,Entire home/apt,10,1.75,$100 - $300
6244,4.65,1.0,1.0,Guest,33,South Chicago,41.7456221547512,-87.56981870793459,Private room,23,2.45,<$100
6245,4.73,2.0,5.0,Townhouse,175,Avondale,41.9340035,-87.7185616,Entire home/apt,11,3.98,$100 - $300
6246,4.81,4.0,2.0,Home,231,Logan Square,41.9295712,-87.69788539999999,Entire home/apt,37,3.65,$100 - $300
6247,4.53,5.0,2.0,Home,323,Mckinley Park,41.82418,-87.66777,Entire home/apt,17,1.75,>$300
6248,4.96,1.0,1.0,Rental,156,Edgewater,41.98153,-87.66191,Entire home/apt,28,2.93,$100 - $300
6249,4.79,1.0,1.0,Rental,76,Portage Park,41.96146,-87.75422,Entire home/apt,34,3.62,<$100
6250,4.84,2.0,1.0,Guest,64,West Lawn,41.77743,-87.72671,Entire home/apt,0,1.59,<$100
6251,4.84,1.0,1.0,Condo,143,Humboldt Park,41.9003385,-87.7167284,Entire home/apt,2,0.21,$100 - $300
6252,3.5,3.0,5.0,Townhouse,204,West Town,41.89357,-87.66942,Entire home/apt,6,0.71,$100 - $300
6253,3.29,4.0,4.0,Townhouse,234,West Town,41.89355,-87.66942,Entire home/apt,7,0.76,$100 - $300
6254,4.1,4.0,2.0,Rental,232,Lake View,41.93931,-87.65175,Entire home/apt,10,1.24,$100 - $300
6255,4.0,4.0,5.0,Rental,229,Lake View,41.93931,-87.65175,Entire home/apt,9,1.19,$100 - $300
6256,5.0,4.0,3.0,Rental,268,West Town,41.90064,-87.69738,Entire home/apt,11,1.2,$100 - $300
6257,4.7,2.0,1.0,Rental,197,Near South Side,41.85431,-87.62332,Entire home/apt,33,3.25,$100 - $300
6258,4.89,4.0,5.0,Townhouse,943,West Town,41.88969,-87.65236,Entire home/apt,18,2.16,>$300
6259,4.73,1.0,1.0,Rental,119,Lake View,41.94535,-87.64655,Entire home/apt,22,2.17,$100 - $300
6260,5.0,1.0,1.0,Condo,189,West Town,41.90194,-87.67159,Entire home/apt,33,3.68,$100 - $300
6261,4.64,3.0,1.0,Rental,115,South Lawndale,41.8457448,-87.6987661,Entire home/apt,39,6.09,$100 - $300
6262,4.84,2.0,2.0,Rental,187,Loop,41.8811213,-87.63199550000002,Entire home/apt,0,1.59,$100 - $300
6263,4.84,2.0,2.0,Rental,153,Logan Square,41.9188272,-87.6731968,Entire home/apt,0,1.59,$100 - $300
6264,4.7,4.0,2.0,Rental,308,Hyde Park,41.801485,-87.598551,Entire home/apt,20,2.42,>$300
6265,4.95,7.0,5.0,Home,800,Edgewater,41.9799,-87.65779,Entire home/apt,22,3.2,>$300
6266,4.91,3.0,1.0,Rental,91,Hyde Park,41.80042,-87.59747,Entire home/apt,22,2.34,<$100
6267,4.84,2.0,1.0,Condo,203,Near North Side,41.89487,-87.62761,Entire home/apt,0,1.59,$100 - $300
6268,4.84,1.0,1.0,Condo,180,Near North Side,41.9040204,-87.6326926,Entire home/apt,2,0.25,$100 - $300
6269,4.84,1.0,1.0,Rental,1056,Near North Side,41.90911,-87.64026,Private room,0,1.59,>$300
6270,5.0,2.0,2.0,Guest,252,Hyde Park,41.793938454005456,-87.59032825052043,Entire home/apt,16,3.61,$100 - $300
6271,5.0,2.0,5.0,Townhouse,176,Lake View,41.94085,-87.65898,Entire home/apt,3,0.85,$100 - $300
6272,4.88,1.0,1.0,Rental,140,Logan Square,41.9143312,-87.7065241,Entire home/apt,32,3.43,$100 - $300
6273,4.92,3.0,1.0,Rental,88,Portage Park,41.95468,-87.74626,Entire home/apt,24,2.73,<$100
6274,5.0,1.0,1.0,Rental,109,Norwood Park,41.99015,-87.79131,Entire home/apt,19,2.24,$100 - $300
6275,4.84,2.0,1.0,Condo,133,Avondale,41.94085,-87.72147,Entire home/apt,19,2.3,$100 - $300
6276,5.0,5.0,3.0,Home,398,South Chicago,41.73692,-87.55919,Entire home/apt,28,2.89,>$300
6277,4.74,2.0,2.0,Rental,259,Near North Side,41.89001,-87.63549,Entire home/apt,19,1.91,$100 - $300
6278,4.4,2.0,1.0,Condo,129,Mckinley Park,41.82922530671223,-87.68211382286282,Entire home/apt,10,2.33,$100 - $300
6279,4.84,2.0,1.0,Rental,127,Loop,41.8676695,-87.62611919999999,Entire home/apt,0,1.59,$100 - $300
6280,4.84,2.0,5.0,Rental,176,West Town,41.8999672,-87.66431779999999,Entire home/apt,0,1.59,$100 - $300
6281,4.76,1.0,1.0,Rental,95,Logan Square,41.92277977211583,-87.68786709755659,Entire home/apt,67,6.74,<$100
6282,4.6,2.0,1.0,Rental,187,Near South Side,41.85422,-87.62573,Entire home/apt,20,2.54,$100 - $300
6283,4.84,1.0,1.0,Guest,65,Rogers Park,42.00082279999999,-87.6707466,Entire home/apt,1,0.13,<$100
6284,4.33,1.0,1.0,Rental,181,Lincoln Square,41.97741,-87.67868,Entire home/apt,3,0.35,$100 - $300
6285,4.44,2.0,1.0,Rental,87,Edgewater,41.99278770067574,-87.65955642949477,Entire home/apt,16,2.34,<$100
6286,4.84,1.0,1.0,Rental,117,West Town,41.9046731,-87.66807289999997,Entire home/apt,0,1.59,$100 - $300
6287,4.84,1.0,1.0,Rental,136,West Town,41.9046731,-87.66807289999997,Entire home/apt,0,1.59,$100 - $300
6288,4.84,1.0,1.0,Rental,154,Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,0,1.59,$100 - $300
6289,4.84,2.0,2.0,Rental,172,West Town,41.8999672,-87.66431779999999,Entire home/apt,0,1.59,$100 - $300
6290,5.0,3.0,5.0,Rental,220,Lower West Side,41.85539,-87.65377,Entire home/apt,16,2.77,$100 - $300
6291,4.84,1.0,1.0,Rental,59,Lower West Side,41.857997,-87.670135,Private room,0,1.59,<$100
6292,4.67,2.0,1.0,Rental,79,Irving Park,41.94457,-87.7373,Entire home/apt,6,0.64,<$100
6293,4.84,2.0,1.0,Rental,149,Logan Square,41.9167058,-87.6725663,Entire home/apt,1,0.12,$100 - $300
6294,4.84,2.0,2.0,Condo,239,West Town,41.89584,-87.65637,Entire home/apt,1,0.18,$100 - $300
6295,4.64,1.0,1.0,Rental,50,Albany Park,41.9675915,-87.7217455,Private room,11,1.99,<$100
6296,5.0,1.0,1.0,Rental,50,Albany Park,41.9666,-87.72278,Private room,3,0.66,<$100
6297,4.89,1.0,1.0,Rental,50,Albany Park,41.9675915,-87.7217455,Private room,9,1.05,<$100
6298,4.8,1.0,1.0,Rental,48,Albany Park,41.9675915,-87.7217455,Private room,5,0.52,<$100
6299,4.84,1.0,1.0,Condo,250,Douglas,41.83919,-87.62291,Entire home/apt,1,0.22,$100 - $300
6300,4.81,2.0,1.0,Rental,105,Avondale,41.94051,-87.70798,Entire home/apt,26,3.06,$100 - $300
6301,5.0,3.0,5.0,Condo,341,Armour Square,41.85159,-87.63694,Entire home/apt,10,1.0,>$300
6302,5.0,3.0,5.0,Condo,323,Armour Square,41.85187,-87.63703,Entire home/apt,7,0.78,>$300
6303,4.84,6.0,6.0,Rental,645,Loop,41.88163,-87.63256,Entire home/apt,2,0.38,>$300
6304,4.84,8.0,8.0,Rental,1211,Loop,41.88025,-87.6327,Entire home/apt,0,1.59,>$300
6305,5.0,3.0,2.0,Condo,242,Albany Park,41.97054,-87.71205,Entire home/apt,3,0.31,$100 - $300
6306,5.0,1.0,1.0,Condo,157,Near North Side,41.8981192,-87.6271617,Entire home/apt,3,0.32,$100 - $300
6307,4.86,3.0,2.0,Rental,538,West Town,41.88938823244836,-87.64743083111226,Entire home/apt,22,2.28,>$300
6308,4.71,2.0,1.0,Rental,83,Rogers Park,42.01658,-87.66541,Entire home/apt,21,2.13,<$100
6309,4.91,2.0,2.0,Rental,451,West Town,41.88983535778659,-87.64764313258082,Entire home/apt,23,2.37,>$300
6310,4.63,4.0,5.0,Rental,89,Lake View,41.93695,-87.64522,Entire home/apt,19,2.13,<$100
6311,5.0,2.0,2.0,Rental,81,Hyde Park,41.80159917056052,-87.59866041534424,Entire home/apt,19,2.19,<$100
6312,4.84,10.0,10.0,Rental,1960,Loop,41.88092,-87.63076,Entire home/apt,0,1.59,>$300
6313,4.84,1.0,1.0,Rental,149,Near North Side,41.890516,-87.635955,Entire home/apt,0,1.59,$100 - $300
6314,4.84,1.0,1.0,Rental,125,Logan Square,41.9162618,-87.6869361,Entire home/apt,1,0.64,$100 - $300
6315,4.84,1.0,1.0,Rental,125,Logan Square,41.9162618,-87.6869361,Entire home/apt,0,1.59,$100 - $300
6316,4.84,1.0,1.0,Rental,133,Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,0,1.59,$100 - $300
6317,4.84,1.0,1.0,Rental,110,Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,1,0.15,$100 - $300
6318,4.84,1.0,1.0,Rental,129,Near South Side,41.86350729999999,-87.62375089999999,Entire home/apt,1,0.12,$100 - $300
6319,5.0,1.0,1.0,Rental,124,Uptown,41.962037,-87.6670071,Entire home/apt,28,3.16,$100 - $300
6320,4.84,1.0,1.0,Rental,126,Near North Side,41.890516,-87.635955,Entire home/apt,1,0.15,$100 - $300
6321,4.84,1.0,1.0,Rental,60,Avondale,41.93416,-87.71059,Private room,2,0.23,<$100
6322,4.84,3.0,1.0,Bungalow,108,Hegewisch,41.65515,-87.55108,Entire home/apt,2,0.21,$100 - $300
6323,4.73,1.0,1.0,Rental,77,Rogers Park,42.01253,-87.66381,Entire home/apt,15,1.54,<$100
6324,4.96,1.0,1.0,Condo,123,Hyde Park,41.79386,-87.59421,Entire home/apt,27,2.78,$100 - $300
6325,4.84,1.0,5.0,Condo,298,Near North Side,41.9069,-87.62828,Entire home/apt,0,1.59,$100 - $300
6326,4.84,2.0,1.0,Condo,99,Rogers Park,42.01011,-87.67391,Entire home/apt,1,0.28,<$100
6327,4.71,2.0,1.0,Rental,260,Near South Side,41.84695519850472,-87.62609471231752,Entire home/apt,14,2.96,$100 - $300
6328,4.74,3.0,1.0,Home,221,West Town,41.90784926953003,-87.67542166931152,Entire home/apt,35,3.62,$100 - $300
6329,4.75,3.0,3.0,Rental,212,Jefferson Park,41.97146,-87.76541,Entire home/apt,12,1.82,$100 - $300
6330,4.93,3.0,2.0,Rental,185,Humboldt Park,41.8985407,-87.70563279999999,Entire home/apt,40,4.33,$100 - $300
6331,4.69,2.0,1.0,Rental,255,Loop,41.87174,-87.62632,Entire home/apt,29,4.08,$100 - $300
6332,4.59,1.0,2.0,Rental,43,Bridgeport,41.84727,-87.64506,Private room,22,2.23,<$100
6333,4.84,1.0,1.0,Rental,117,Loop,41.8860812,-87.63422229999998,Entire home/apt,0,1.59,$100 - $300
6334,5.0,2.0,1.0,Rental,83,West Town,41.91021,-87.68584,Entire home/apt,3,0.59,<$100
6336,4.78,3.0,2.0,Rental,158,Washington Park,41.7971432675832,-87.62304501944337,Entire home/apt,9,2.09,$100 - $300
6337,4.93,4.0,3.0,Rental,94,West Town,41.90852,-87.66786,Entire home/apt,15,2.26,<$100
6338,4.84,2.0,2.0,Rental,300,Loop,41.885569,-87.63473669999996,Entire home/apt,0,1.59,>$300
6339,4.84,1.0,5.0,Rental,151,Loop,41.8725288,-87.6308608,Entire home/apt,1,0.19,$100 - $300
6340,4.84,1.0,5.0,Rental,153,Loop,41.8725288,-87.6308608,Entire home/apt,0,1.59,$100 - $300
6341,4.84,1.0,1.0,Rental,143,Near West Side,41.885209,-87.6471114,Entire home/apt,0,1.59,$100 - $300
6342,4.84,1.0,1.0,Rental,164,Near North Side,41.9029299,-87.6441632,Entire home/apt,0,1.59,$100 - $300
6343,4.13,1.0,1.0,Rental,92,Edgewater,41.98434,-87.65452,Entire home/apt,23,2.85,<$100
6344,4.89,2.0,1.0,Rental,84,Logan Square,41.91449,-87.68772,Entire home/apt,55,5.98,<$100
6345,4.87,1.0,1.0,Rental,75,Lake View,41.93497,-87.64044,Entire home/apt,30,3.15,<$100
6346,4.64,4.0,5.0,Rental,277,Lincoln Park,41.92265,-87.65416,Entire home/apt,33,3.81,$100 - $300
6347,4.84,2.0,1.0,Rental,87,Pullman,41.70283,-87.60201,Entire home/apt,0,1.59,<$100
6348,5.0,3.0,3.0,Rental,762,West Town,41.89416393731603,-87.65271195902113,Entire home/apt,17,2.85,>$300
6349,5.0,1.0,1.0,Rental,64,Avondale,41.93396,-87.72085,Entire home/apt,23,2.77,<$100
6350,4.95,3.0,2.0,Rental,168,Avondale,41.93447,-87.72125,Entire home/apt,37,4.02,$100 - $300
6351,4.84,6.0,5.0,Rental,908,West Town,41.89392788944777,-87.65411131420274,Entire home/apt,1,0.17,>$300
6352,4.84,9.0,5.0,Rental,1238,West Town,41.89448776300707,-87.6526693968018,Entire home/apt,2,0.38,>$300
6353,4.96,2.0,1.0,Home,121,Lake View,41.93889394124207,-87.67093995622423,Entire home/apt,24,5.45,$100 - $300
6354,4.84,9.0,7.0,Rental,1218,Near West Side,41.88790386947207,-87.64773432533718,Entire home/apt,1,0.14,>$300
6355,4.84,2.0,1.0,Rental,164,Near South Side,41.85866,-87.62325,Entire home/apt,0,1.59,$100 - $300
6356,4.55,1.0,2.0,Rental,38,Bridgeport,41.84607,-87.64722,Private room,42,4.38,<$100
6357,4.84,1.0,1.0,Rental,155,Near South Side,41.8670646,-87.6231114,Entire home/apt,0,1.59,$100 - $300
6358,4.84,1.0,1.0,Rental,142,West Town,41.91152789999999,-87.67875529999998,Entire home/apt,0,1.59,$100 - $300
6359,4.84,2.0,2.0,Rental,213,Loop,41.88558099999999,-87.6257005,Entire home/apt,0,1.59,$100 - $300
6360,4.84,2.0,2.0,Rental,194,Logan Square,41.9188272,-87.6731968,Entire home/apt,0,1.59,$100 - $300
6361,4.0,1.0,1.0,Rental,105,Hyde Park,41.80147,-87.59746,Entire home/apt,14,1.67,$100 - $300
6362,4.21,1.0,1.0,Rental,100,Hyde Park,41.8012,-87.59595,Entire home/apt,14,1.65,$100 - $300
6363,5.0,2.0,1.0,Rental,99,Logan Square,41.92942156950349,-87.72458027236875,Entire home/apt,6,0.98,<$100
6364,4.84,2.0,2.0,Rental,248,Near South Side,41.85542,-87.62539,Entire home/apt,32,3.31,$100 - $300
6365,4.84,1.0,1.0,Rental,157,Near North Side,41.9029299,-87.6441632,Entire home/apt,0,1.59,$100 - $300
6366,4.84,1.0,1.0,Rental,117,West Town,41.8952397,-87.6551692,Entire home/apt,0,1.59,$100 - $300
6367,4.95,2.0,1.0,Rental,105,Portage Park,41.96257,-87.77756,Entire home/apt,37,4.35,$100 - $300
6368,4.86,2.0,2.0,Rental,259,Near North Side,41.89026,-87.6358,Entire home/apt,21,2.17,$100 - $300
6369,4.84,5.0,5.0,Home,42,Woodlawn,41.77522829999999,-87.5954728,Private room,0,1.59,<$100
6370,4.82,3.0,2.0,Rental,310,West Town,41.8981,-87.66594,Entire home/apt,11,1.23,>$300
6371,4.96,1.0,1.0,Rental,115,Logan Square,41.91824137516668,-87.69449380190396,Entire home/apt,53,6.57,$100 - $300
6372,4.92,1.0,1.0,Condo,86,Lower West Side,41.85801,-87.66313,Entire home/apt,39,4.43,<$100
6373,4.74,2.0,2.0,Rental,248,Near South Side,41.85571,-87.62334,Entire home/apt,23,2.42,$100 - $300
6374,4.84,1.0,1.0,Rental,74,Near North Side,41.90203,-87.63328,Entire home/apt,2,0.24,<$100
6375,4.84,1.0,1.0,Rental,45,Woodlawn,41.78223,-87.60751,Private room,0,1.59,<$100
6376,4.9,2.0,1.0,Rental,123,West Ridge,41.99402,-87.70631,Entire home/apt,30,3.1,$100 - $300
6377,4.88,3.0,2.0,Rental,142,Grand Boulevard,41.80418,-87.62388,Entire home/apt,16,1.66,$100 - $300
6378,5.0,2.0,1.0,Home,79,Edgewater,41.98336,-87.67013,Entire home/apt,6,0.81,<$100
6379,4.84,3.0,1.0,Rental,71,Woodlawn,41.777679555103525,-87.6034220836726,Entire home/apt,2,0.42,<$100
6380,4.84,2.0,1.0,Rental,221,Near West Side,41.876299,-87.6537208,Entire home/apt,0,1.59,$100 - $300
6381,5.0,3.0,1.0,Rental,280,Avondale,41.9341476729531,-87.69311081534426,Entire home/apt,37,4.02,$100 - $300
6382,4.84,2.0,1.0,Rental,92,Jefferson Park,41.9826278,-87.7778129,Entire home/apt,0,1.59,<$100
6383,4.84,1.0,1.0,Rental,132,Near West Side,41.8806434,-87.6487655,Entire home/apt,0,1.59,$100 - $300
6384,4.88,1.0,1.0,Home,44,East Side,41.7015092,-87.5295414,Private room,17,2.52,<$100
6385,4.7,2.0,1.0,Rental,89,Lake View,41.93473,-87.65384,Entire home/apt,30,3.24,<$100
6386,4.84,2.0,2.0,Rental,216,Grand Boulevard,41.80819,-87.62409,Entire home/apt,1,1.0,$100 - $300
6387,4.84,2.0,2.0,Rental,245,Loop,41.88776,-87.61637,Entire home/apt,0,1.59,$100 - $300
6388,4.27,3.0,5.0,Home,278,Logan Square,41.92328,-87.71732,Entire home/apt,11,1.34,$100 - $300
6389,4.84,2.0,2.0,Rental,229,Near West Side,41.88383,-87.66354,Entire home/apt,0,1.59,$100 - $300
6390,4.73,2.0,2.0,Condo,144,South Chicago,41.7527185,-87.54955170000001,Entire home/apt,11,1.36,$100 - $300
6391,4.84,2.0,5.0,Home,85,Portage Park,41.9549161765709,-87.75699141811731,Entire home/apt,2,0.36,<$100
6392,5.0,2.0,2.0,Rental,194,West Town,41.90799848645514,-87.66672184066789,Entire home/apt,5,0.76,$100 - $300
6393,4.86,2.0,2.0,Rental,262,Near South Side,41.85395,-87.62532,Entire home/apt,36,3.82,$100 - $300
6394,4.86,3.0,5.0,Rental,163,North Lawndale,41.86704865251533,-87.70350256215133,Entire home/apt,7,1.64,$100 - $300
6395,4.84,1.0,5.0,Rental,77,West Town,41.89133,-87.65589,Entire home/apt,37,4.01,<$100
6396,4.9,4.0,1.0,Home,283,Morgan Park,41.68416,-87.67335,Entire home/apt,20,2.63,$100 - $300
6397,4.95,1.0,5.0,Rental,107,Grand Boulevard,41.81534,-87.61641,Entire home/apt,39,4.24,$100 - $300
6398,4.62,5.0,5.0,Home,347,Lower West Side,41.856616696620094,-87.65248769447835,Entire home/apt,21,3.28,>$300
6399,5.0,1.0,1.0,Rental,265,Loop,41.87113,-87.63413,Entire home/apt,18,1.96,$100 - $300
6400,4.78,2.0,1.0,Rental,84,Lake View,41.93723,-87.65059,Entire home/apt,36,4.17,<$100
6401,4.62,2.0,2.0,Rental,234,Lake View,41.94079995601858,-87.65776994631838,Entire home/apt,21,2.61,$100 - $300
6402,4.54,7.0,4.0,Home,599,Portage Park,41.9416,-87.76558,Entire home/apt,24,2.59,>$300
6403,4.91,1.0,1.0,Rental,38,West Ridge,42.01393,-87.68454,Private room,22,2.58,<$100
6404,4.97,3.0,1.0,Rental,127,Hermosa,41.92707,-87.7357,Entire home/apt,37,5.41,$100 - $300
6405,4.56,3.0,2.0,Rental,381,Near North Side,41.89382,-87.6159,Entire home/apt,16,1.88,>$300
6406,5.0,2.0,2.0,Rental,196,Logan Square,41.91523616314063,-87.70765255449219,Entire home/apt,5,0.6,$100 - $300
6407,4.95,3.0,1.0,Rental,88,North Center,41.95367,-87.67674,Entire home/apt,20,2.33,<$100
